id,userid,date
57057,32208,1383363572
36091,19840,1358674828
27041,1307,1347750837
42063,11859,1365405739
35517,3657,1357871041
88616,12492,1407256736
30289,9171,1351170116
69002,40967,1393910136
10032,3396,1312592170
16673,88,1329923112
39826,22231,1363766908
25621,12275,1346927717
75653,45492,1399965779
32552,2970,1354474811
55424,1513,1381239089
89813,13009,1408331806
83987,13154,1404288334
46084,2164,1370312968
28232,6863,1349608194
25303,8744,1346331633
44524,25526,1368288283
82553,39902,1403518756
13160,7434,1321573134
60020,35233,1385802168
48974,8451,1374005709
37577,8116,1360764146
59383,35137,1385036485
72528,43545,1397105415
4763,2676,1294392054
83589,2392,1404288334
30380,8141,1351305159
79644,1381,1401826859
14796,8,1326174999
34114,18281,1357265346
30501,16297,1351495519
64404,30670,1390874935
53584,30451,1379510783
64061,37856,1390575048
31572,16909,1353023431
3801,439,1291627927
82075,25564,1403084146
66494,39697,1391768723
7582,2544,1304414626
82323,172,1403262182
73234,43996,1397736811
32926,16640,1354994788
63437,37376,1389973987
67844,25433,1392882423
67835,9146,1392879698
41510,22088,1364640268
71094,28462,1395761241
33233,80,1355381177
35726,19668,1358199427
50445,13555,1375679579
31507,5846,1352938472
61837,22545,1387889338
63077,34889,1389618357
25099,6000,1345951972
58840,34645,1384348192
13428,7611,1322228572
61100,3794,1386920597
89224,53372,1407813240
81874,41260,1402911408
84922,49777,1404882594
33474,17688,1355756564
10751,6056,1314673022
66843,39946,1392038184
24818,13390,1345479284
68389,40023,1393371474
44905,10697,1368753974
68121,40624,1393163234
71970,28514,1396595129
31386,858,1352797756
44335,333,1368025410
63671,26474,1390292069
77910,25295,1401112531
91652,54287,1410082613
37780,11405,1361089275
81174,43805,1402308301
53864,9079,1379853097
81769,48303,1402803857
72939,42868,1397536730
50824,26124,1376176130
82609,16765,1403567258
18226,10231,1333144299
62562,36979,1389074945
43738,82,1367307423
33439,5023,1355707644
89608,45326,1408093421
10038,5716,1312615570
19910,11160,1336398364
31038,14346,1352272902
39847,22300,1363779210
67011,40073,1392148246
54538,2426,1380187446
52357,17676,1378160296
6455,3735,1300248021
89164,53856,1407748469
88497,6120,1407168899
79931,46877,1402048744
28341,9394,1349735726
35538,6657,1357892343
62810,17358,1389328657
91454,43250,1409838522
60265,19744,1386079868
39170,21829,1362946459
52408,27581,1378207443
22622,8507,1341553667
50823,28299,1376174629
72247,14771,1396876209
49317,223,1374296881
49330,25685,1374305920
37580,9187,1360775246
73530,14144,1398077907
69695,39797,1394467928
89778,48880,1408295012
9542,5479,1311185629
64422,16554,1390877961
89945,36630,1408432170
88127,183,1406797153
68572,41017,1393499406
66991,8013,1392126463
36161,9577,1358780869
82244,48697,1403211225
73967,44410,1398405202
87095,37294,1405977668
50530,28859,1375788405
88525,53413,1407197124
43446,24881,1366958931
67054,39520,1392178617
54301,11408,1380021919
79985,46916,1402127062
23686,3262,1343526901
50628,28218,1375929662
12420,5256,1319548217
10539,5896,1313970829
73538,44208,1398080625
62445,35873,1388934508
32473,17376,1354352272
48202,21961,1373094734
25085,13594,1345907254
38502,9490,1362034168
24113,12737,1344357842
46733,26858,1371112283
56984,32171,1383270561
2542,1351,1286587516
31695,16973,1353247015
83588,2387,1404288334
33070,1803,1355188405
50178,8205,1375279864
59668,35129,1385394313
54295,29956,1380019817
32197,17231,1353990940
68532,10621,1393478539
87846,582,1406588179
88175,53187,1406820939
4322,22,1292219868
74702,44879,1399060546
33185,12946,1355307974
90126,54433,1408553071
59373,12926,1385028368
90606,8207,1409066738
21527,10389,1339415228
42097,278,1365441023
44135,25138,1367815414
33934,1913,1356858339
81218,42353,1402338283
91708,55386,1410158195
36135,196,1358749968
77169,41047,1400430837
42162,24119,1365503560
56192,12553,1382123863
51512,29371,1377050631
70594,41429,1395265909
39386,1106,1363190549
52964,30174,1378904232
45158,25925,1369123594
54938,17475,1380641875
60344,7795,1386160980
33696,14568,1356081243
38421,21329,1361950642
89619,54147,1408098415
27816,14495,1348996368
78337,46412,1401500572
74137,44549,1398601698
61873,36587,1387993482
63825,37542,1390439487
74366,36206,1398775879
39182,11030,1362972726
60405,34811,1386223850
90134,54048,1408563265
88338,52876,1407006429
74401,44699,1398809731
52188,29732,1377864209
50425,27332,1375653282
64020,37736,1390552989
87079,1320,1405966079
90582,18086,1409047348
49422,28300,1374432446
11282,5404,1316469222
48941,27693,1373968293
58546,20939,1384033451
37396,20438,1360539544
39755,22242,1363691521
3508,2067,1290271846
51098,29158,1376475016
39732,22232,1363678579
43711,24704,1367286053
39367,21937,1363169487
11489,6499,1317098378
69303,31573,1394106902
90717,87,1409148821
67537,40350,1392633729
37683,5739,1360908271
39240,21865,1363013394
47884,27371,1372691882
56743,7746,1382988033
17299,4856,1331233703
49976,21371,1375037717
72945,35660,1397540276
16166,7900,1329288064
55267,144,1381069444
61798,3856,1387848353
25479,812,1346675884
45373,26048,1369326878
24198,8686,1344481882
41925,3903,1365223026
36919,20355,1359822200
3581,2132,1290655568
41740,23866,1364987100
49235,28221,1374229651
50234,26153,1375345584
72860,43770,1397468962
91004,54163,1409447141
22294,12291,1340917823
88532,53020,1407205765
73510,17459,1398062761
10203,5794,1313121752
21691,5020,1339685283
77383,41389,1400614135
64130,37480,1390638678
41446,21846,1364546576
45738,26274,1369830381
77868,2750,1401075412
66834,39936,1392034789
60716,24139,1386571989
77260,36771,1400501753
82766,42134,1403680830
33395,17876,1355632940
48917,20387,1373953216
68593,9928,1393508265
16378,9318,1329717250
65043,11051,1391417970
53360,27403,1379369613
86214,51960,1405133790
11935,4147,1318386145
31642,12895,1353139620
86967,52115,1405866585
86075,21478,1404993629
10453,5881,1313652677
56195,31505,1382129282
64810,37877,1391209096
42094,12551,1365436152
47752,27459,1372470319
55817,18076,1381735249
52386,7355,1378193043
69170,23700,1394022068
69970,41877,1394709611
47902,27531,1372724456
52885,21248,1378809534
6686,3681,1301008492
39997,3861,1363940268
68843,41205,1393757911
43663,10191,1367236983
89587,53964,1408082040
69090,23891,1393957748
42090,19990,1365434652
69068,8580,1393941283
38688,21186,1362331516
66631,36306,1391943746
27590,8,1348638417
30600,16402,1351625848
10258,5828,1313315635
50814,10346,1376163475
67524,31221,1392626698
12491,5594,1319696472
39073,9724,1362814990
86318,41450,1405310889
54665,28644,1380287535
90694,29600,1409135568
83122,48790,1404012001
59577,35255,1385294520
37411,20729,1360565564
13093,7306,1321388734
36762,2526,1359584479
60602,11510,1386453386
84744,35753,1404717791
32873,17586,1354883743
10211,5789,1313132257
90171,44952,1408597820
42488,6850,1365765316
27380,183,1348241003
83283,48887,1404175641
75417,11464,1399729644
56050,31603,1381982291
55500,31260,1381311815
28531,1569,1349961163
70924,26640,1395630859
5897,3388,1298530144
15720,6082,1328308662
86745,48364,1405630726
38008,21068,1361371851
89171,53868,1407750950
91482,55218,1409870474
37333,2308,1360409364
46830,26886,1371216371
43708,19667,1367285753
57205,16542,1383619573
71562,22452,1396264643
54892,28740,1380606986
87503,48214,1406240900
52180,17015,1377856681
74878,45004,1399270840
68757,41156,1393662746
17803,9007,1332264410
49316,20556,1374296580
62305,36793,1388736621
89184,49398,1407757756
49611,12331,1374636384
66779,39875,1392018197
72280,36135,1396908903
82148,48325,1403142795
67571,28151,1392663065
21190,4856,1339018456
17786,10000,1332238589
89641,53732,1408111145
55296,5057,1381113579
90244,20543,1408665477
74574,44690,1398943302
38305,21260,1361802873
12861,7293,1320804336
68197,5828,1393230885
20526,4704,1337667147
9198,5301,1310210067
42722,2083,1366097850
84890,49360,1404861946
17125,523,1330936184
80031,46937,1402199157
57144,20679,1383517672
74687,15972,1399036482
42353,24139,1365659928
47639,22190,1372323615
67812,21054,1392857370
45258,25930,1369220000
89418,54037,1407945928
91898,51878,1410327033
66425,32379,1391717985
38510,21339,1362040768
87263,11748,1406086595
31035,16607,1352271702
84035,15921,1404288334
28329,7788,1349709321
62101,29893,1388391052
77720,11511,1400854241
44844,5289,1368688334
71930,43084,1396563285
75810,45460,1400068745
62300,30545,1388729996
9824,5582,1312078235
7450,4361,1303940565
86607,52223,1405520633
42658,9364,1366019447
17838,9994,1332315718
54495,30746,1380170919
38110,17188,1361467951
83521,1144,1404288334
47318,26948,1371976519
84538,29242,1404449284
81306,48128,1402401367
15858,9042,1328669565
63651,37603,1390276703
83727,5407,1404288334
71053,42536,1395739538
13948,6407,1323698024
41692,21491,1364915263
5120,2750,1296041524
61554,9416,1387436801
63333,37412,1389865795
31200,14174,1352512981
86710,51908,1405605865
46970,26971,1371444586
10479,5896,1313745448
40021,22410,1363977488
50214,21852,1375335341
30006,14731,1350766704
41934,14515,1365227526
56950,30490,1383214511
59329,28134,1384975562
48214,27676,1373116732
55555,31325,1381374128
54222,29288,1379993393
82726,48487,1403650839
64259,17868,1390762695
38882,25,1362563971
46358,14541,1370622213
42630,8590,1366001674
15938,8033,1328833998
30531,3301,1351539687
87326,7741,1406122730
89520,13764,1408015306
88111,27241,1406789950
58508,11118,1383991448
63233,35830,1389781544
58717,16765,1384241975
33536,16393,1355858595
56406,11832,1382435159
34349,18448,1357628690
9228,5351,1310363777
64142,25138,1390649239
10736,6044,1314619882
88236,53215,1406888284
10106,1036,1312886432
30615,15993,1351651146
83009,48288,1403857144
14084,4756,1323967412
77265,45781,1400503627
71187,13882,1395829525
28082,14653,1349352238
12193,1106,1318962382
90375,54580,1408860409
42391,3342,1365695975
86840,52371,1405748457
13758,7832,1323142428
46702,26746,1371086145
73622,805,1398154172
35798,8373,1358264561
9431,5416,1311054733
49568,12786,1374596698
47283,26746,1371868522
77909,4322,1401112170
59844,34994,1385560162
70678,42302,1395346075
47842,12545,1372653529
30579,16387,1351598521
73508,28186,1398062181
69616,215,1394426732
54079,30628,1379950461
87848,53012,1406592853
77345,43500,1400575713
30673,4137,1351736952
50089,28509,1375173018
42642,24381,1366008932
37192,10749,1360160746
56534,30611,1382612091
63505,28791,1390097291
4093,190,1291828943
39797,22186,1363725506
51648,29458,1377191721
53670,30476,1379582542
34073,18295,1357208643
68549,34658,1393487629
33031,16298,1355109138
1261,787,1281049905
61999,36545,1388242021
18234,10238,1333169799
28278,14661,1349662795
51306,25259,1376778591
70548,36661,1395222741
91614,55355,1410037648
59435,35125,1385096808
21858,7787,1340043194
69662,34872,1394446534
46955,858,1371421304
30589,10996,1351609922
89639,54151,1408110248
68051,3369,1393068742
39351,8871,1363157146
17055,9076,1330744525
34166,159,1357332326
81947,21167,1402982230
25597,13879,1346898297
19610,10992,1335879261
84840,9336,1404808293
17237,9523,1331119523
36112,11233,1358726568
43884,20355,1367474788
87093,52440,1405977668
51147,253,1376535241
41816,11405,1365078766
17733,9953,1332180683
75768,45277,1400046160
55526,20756,1381331451
24281,12953,1344599573
86732,52293,1405618274
83907,10488,1404288334
47618,776,1372310714
39340,21937,1363146938
66685,37765,1391993178
45569,26191,1369681412
31826,17040,1353426174
86489,52101,1405427987
77036,37288,1400247338
50244,28506,1375354331
72539,43555,1397112089
59100,34941,1384725930
44798,24073,1368613576
53626,12078,1379555834
53991,1390,1379939031
50940,29068,1376307820
83373,49316,1404244121
4189,2073,1291939958
64166,2970,1390672462
55404,28978,1381222289
53852,30438,1379838330
31247,1122,1352631499
80017,40931,1402187655
30216,9171,1351073160
86709,52086,1405605572
1343,601,1281327874
69257,41429,1394087581
55176,2911,1380896431
70528,41856,1395212159
87222,40856,1406064243
44129,24617,1367808175
25530,13847,1346771956
46272,21054,1370513220
60190,35593,1385996263
11808,3084,1317964842
75142,35588,1399468622
11265,6376,1316410952
28435,14429,1349848581
19404,10906,1335470829
73312,11958,1397816789
7737,98,1304791924
72231,43289,1396867896
69012,666,1393915837
87469,43432,1406212203
67363,39727,1392453239
37058,13474,1360038774
50796,919,1376124257
48331,6096,1373279635
84359,7244,1404306356
40038,20755,1364012636
25839,11981,1347359218
51323,29264,1376809667
77906,4812,1401107519
44089,12900,1367759960
28137,2485,1349428162
36639,13561,1359459855
67611,40483,1392696924
5224,1643,1296463345
38438,14860,1361962042
72045,43162,1396695546
7098,4127,1302563152
38813,20840,1362496059
81267,48071,1402378576
24612,13300,1345124810
7617,1458,1304516633
37378,20705,1360508942
57272,6961,1383701624
44763,25103,1368590775
36088,19853,1358669128
73731,43877,1398234442
49308,199,1374273640
42075,8297,1365415080
9029,5258,1309577647
15545,8840,1328004150
39969,21267,1363895767
56862,24728,1383121629
44440,614,1368166189
30139,16181,1350975920
34155,18342,1357311901
41834,8102,1365097366
45965,26397,1370179898
27133,14163,1347905151
62230,9219,1388614016
82975,12265,1403842487
54564,9887,1380201064
17502,9722,1331720978
63160,37314,1389698098
83154,49222,1404062947
30204,16179,1351061761
27720,14469,1348822660
48464,27495,1373406649
38195,17333,1361602012
48832,27853,1373880567
66389,39647,1391693237
52953,30125,1378893695
47816,27189,1372609954
49911,493,1374917307
52171,29728,1377849770
90160,54325,1408585713
81655,38125,1402656577
72774,13565,1397391895
58895,34811,1384412165
75606,45456,1399914827
86302,7555,1405274832
81524,14289,1402557949
31142,12574,1352416649
77261,41389,1400502952
15817,8960,1328584546
82324,48738,1403262788
62664,35862,1389181247
44609,17124,1368411722
91984,55228,1410393843
47916,27537,1372737724
90983,45065,1409394408
62387,36869,1388834973
69944,41855,1394694254
78015,29550,1401200943
88340,53301,1407014802
44632,25591,1368431941
32702,17497,1354678750
50444,28792,1375679543
69498,41557,1394311944
66346,13183,1391671208
87411,25311,1406184330
16113,8701,1329213830
31204,16700,1352517785
87864,53012,1406607922
63849,37100,1390461101
77840,23785,1401033365
73094,43902,1397634990
73839,19917,1398295218
69096,41316,1393962266
43821,24730,1367403361
38374,18202,1361884293
1710,449,1282631757
50977,11463,1376365161
92228,55742,1410613003
66318,38281,1391650983
42396,24235,1365699880
70904,13455,1395603394
32610,8724,1354540734
40106,22467,1364141549
27641,14415,1348703221
13094,4810,1321392034
64608,21578,1391007406
82302,14305,1403253029
82460,28746,1403443776
64563,28049,1390982886
81906,5055,1402937497
36251,19941,1358918037
83741,5755,1404288334
31930,1393,1353570268
51981,26549,1377653256
19804,3919,1336150842
37860,20396,1361195916
32754,17535,1354726159
77149,45390,1400403159
75567,45420,1399884474
59071,7068,1384679079
71886,19680,1396520080
50026,28595,1375084368
52406,12828,1378206542
46641,26780,1371012215
55660,31386,1381471727
54106,13047,1379959792
46529,3040,1370901655
56234,31701,1382221254
87608,52851,1406358860
75334,42336,1399627628
79598,18008,1401778255
39720,22206,1363674658
44278,25100,1367976870
39621,3454,1363555674
64060,37856,1390575048
13844,7875,1323353614
11310,6365,1316560197
32678,17482,1354640648
33572,17976,1355900596
64635,88,1391049674
44070,25129,1367733735
20455,11433,1337512858
59056,34908,1384636884
50105,28633,1375185920
58813,34756,1384331692
68436,40840,1393408151
50112,22,1375192219
31009,16269,1352244569
18888,10609,1334515613
52140,29611,1377802566
9206,4650,1310270115
7703,3058,1304684242
16794,9426,1330169753
54392,7071,1380097600
69156,29912,1394012409
55909,22100,1381834040
82939,49092,1403800614
46400,26632,1370711728
45836,26326,1369950766
72882,43787,1397487845
42243,708,1365571908
63826,37710,1390440687
50032,609,1375094925
52071,13680,1377741297
82667,13317,1403600890
27994,14590,1349254427
36820,18531,1359681717
2285,1395,1285188154
4952,1148,1295254905
